0,1,2,@context,@type,X_EBAY_C_CORRELATION_SESSION,X_EBAY_C_TRACKING,about,description,fn,id,itemListElement,name,pageId,queryParam,renderDelay,renderType,showdiag,sin,status,triggerFallBack,url,widgets
,,,https://schema.org,BreadcrumbList,,,,,,,"[{'@type': 'ListItem', 'position': 1, 'name': 'eBay', 'item': 'https://www.ebay.com'}, {'@type': 'ListItem', 'position': 2, 'name': 'Electronics', 'item': 'https://www.ebay.com/b/Electronics/bn_7000259124'}, {'@type': 'ListItem', 'position': 3, 'name': 'Computers/Tablets & Networking', 'item': 'https://www.ebay.com/b/Computers-Tablets-Network-Hardware/58058/bn_1865247'}, {'@type': 'ListItem', 'position': 4, 'name': 'Laptops & Netbooks', 'item': 'https://www.ebay.com/b/Laptops-Netbooks/175672/bn_1648276'}, {'@type': 'ListItem', 'position': 5, 'name': 'Apple Laptops'}]",,,,,,,,,,,
